Date,Lunar_Longitude
1994-085,304.04
1994-086,316.23
1994-087,328.43
1994-088,340.62
1994-089,352.81
1994-090,5.0
1994-091,17.19
1994-092,29.38
1994-093,41.57
1994-094,53.76
1994-095,65.95
1994-096,78.14
1994-097,90.34
1994-098,102.53
1994-099,114.72
1994-100,126.91
1994-101,139.1
1994-102,151.29
1994-103,163.48
1994-104,175.67
1994-105,187.86
1994-106,200.05
1994-107,212.25
1994-108,224.44
1994-109,236.63
1994-110,248.82
1994-111,261.01
1994-112,273.2
1994-113,285.39
1994-114,297.58
1994-115,309.77
1994-116,321.96
1994-117,334.16
1994-118,346.35
1994-119,358.54
1994-120,10.73
1994-121,22.92
1994-122,35.11
1994-123,47.3
1994-124,59.49
1994-125,71.68
1994-126,83.87
1994-127,96.07
1994-128,108.26
1994-129,120.45
1994-130,132.64
1994-131,144.83
1994-132,157.02
1994-133,169.21
1994-134,181.4
1994-135,193.59
1994-136,205.78
1994-137,217.97
1994-138,230.17
1994-139,242.36
1994-140,254.55
1994-141,266.74
1994-142,278.93
1994-143,291.12
1994-144,303.31
1994-145,315.5
1994-146,327.69
1994-147,339.88
1994-148,352.08
1994-149,4.27
1994-150,16.46
1994-151,28.65
1994-152,40.84
1994-153,53.03
1994-154,65.22
1994-155,77.41
1994-156,89.6
1994-157,101.79
1994-158,113.99
1994-159,126.18
1994-160,138.37
1994-161,150.56
1994-162,162.75
1994-163,174.94
1994-164,187.13
1994-165,199.32
1994-166,211.51
1994-167,223.7
1994-168,235.9
1994-169,248.09
1994-170,260.28
1994-171,272.47
1994-172,284.66
1994-173,296.85
1994-174,309.04
1994-175,321.23
1994-176,333.42
1994-177,345.61
1994-178,357.81
1994-179,10.0
1994-180,22.19
1994-181,34.38
1994-182,46.57
1994-183,58.76
1994-184,70.95
1994-185,83.14
1994-186,95.33
1994-187,107.52
1994-188,119.72
1994-189,131.91
1994-190,144.1
1994-191,156.29
1994-192,168.48
1994-193,180.67
1994-194,192.86
1994-195,205.05
1994-196,217.24
1994-197,229.43
1994-198,241.63
1994-199,253.82
1994-200,266.01
1994-201,278.2
1994-202,290.39
1994-203,302.58
1994-204,314.77
1994-205,326.96
1994-206,339.15
1994-207,351.34
1994-208,3.54
1994-209,15.73
1994-210,27.92
1994-211,40.11
1994-212,52.3
1994-213,64.49
1994-214,76.68
1994-215,88.87
1994-216,101.06
1994-217,113.25
1994-218,125.45
1994-219,137.64
1994-220,149.83
1994-221,162.02
1994-222,174.21
1994-223,186.4
1994-224,198.59
1994-225,210.78
1994-226,222.97
1994-227,235.16
1994-228,247.36
1994-229,259.55
1994-230,271.74
1994-231,283.93
1994-232,296.12
1994-233,308.31
1994-234,320.5
1994-235,332.69
1994-236,344.88
1994-237,357.07
1994-238,9.27
1994-239,21.46
1994-240,33.65
1994-241,45.84
1994-242,58.03
1994-243,70.22
1994-244,82.41
1994-245,94.6
1994-246,106.79
1994-247,118.98
1994-248,131.18
1994-249,143.37
1994-250,155.56
1994-251,167.75
1994-252,179.94
1994-253,192.13
1994-254,204.32
1994-255,216.51
1994-256,228.7
1994-257,240.89
1994-258,253.08
1994-259,265.28
1994-260,277.47
1994-261,289.66
1994-262,301.85
1994-263,314.04
1994-264,326.23
1994-265,338.42
1994-266,350.61
1994-267,2.8
1994-268,14.99
1994-269,27.19
1994-270,39.38
1994-271,51.57
1994-272,63.76
1994-273,75.95
1994-274,88.14
1994-275,100.33
1994-276,112.52
1994-277,124.71
1994-278,136.9
1994-279,149.1
1994-280,161.29
1994-281,173.48
1994-282,185.67
1994-283,197.86
1994-284,210.05
1994-285,222.24
1994-286,234.43
1994-287,246.62
1994-288,258.81
1994-289,271.01
1994-290,283.2
1994-291,295.39
1994-292,307.58
1994-293,319.77
1994-294,331.96
1994-295,344.15
1994-296,356.34
1994-297,8.53
1994-298,20.72
1994-299,32.92
1994-300,45.11
1994-301,57.3
1994-302,69.49
1994-303,81.68
1994-304,93.87
1994-305,106.06
1994-306,118.25
1994-307,130.44
1994-308,142.63
1994-309,154.83
1994-310,167.02
1994-311,179.21
1994-312,191.4
1994-313,203.59
1994-314,215.78
1994-315,227.97
1994-316,240.16
1994-317,252.35
1994-318,264.54
1994-319,276.74
1994-320,288.93
1994-321,301.12
1994-322,313.31
1994-323,325.5
1994-324,337.69
1994-325,349.88
1994-326,2.07
1994-327,14.26
1994-328,26.45
1994-329,38.65
1994-330,50.84
1994-331,63.03
1994-332,75.22
1994-333,87.41
1994-334,99.6
1994-335,111.79
1994-336,123.98
1994-337,136.17
1994-338,148.36
1994-339,160.56
1994-340,172.75
1994-341,184.94
1994-342,197.13
1994-343,209.32
1994-344,221.51
1994-345,233.7
1994-346,245.89
1994-347,258.08
1994-348,270.27
1994-349,282.47
1994-350,294.66
1994-351,306.85
1994-352,319.04
1994-353,331.23
1994-354,343.42
1994-355,355.61
1994-356,7.8
1994-357,19.99
1994-358,32.18
1994-359,44.38
1994-360,56.57
1994-361,68.76
1994-362,80.95
1994-363,93.14
1994-364,105.33
1994-365,117.52
1995-001,0.0
1995-002,12.19
1995-003,24.38
1995-004,36.57
1995-005,48.76
1995-006,60.95
1995-007,73.15
1995-008,85.34
1995-009,97.53
1995-010,109.72
1995-011,121.91
1995-012,134.1
1995-013,146.29
1995-014,158.48
1995-015,170.67
1995-016,182.86
1995-017,195.06
1995-018,207.25
1995-019,219.44
1995-020,231.63
1995-021,243.82
1995-022,256.01
1995-023,268.2
1995-024,280.39
1995-025,292.58
1995-026,304.77
1995-027,316.97
1995-028,329.16
1995-029,341.35
1995-030,353.54
1995-031,5.73
1995-032,17.92
1995-033,30.11
1995-034,42.3
1995-035,54.49
1995-036,66.68
1995-037,78.88
1995-038,91.07
1995-039,103.26
1995-040,115.45
1995-041,127.64
1995-042,139.83
1995-043,152.02
1995-044,164.21
1995-045,176.4
1995-046,188.59
1995-047,200.79
1995-048,212.98
1995-049,225.17
1995-050,237.36
1995-051,249.55
1995-052,261.74
1995-053,273.93
1995-054,286.12
1995-055,298.31
1995-056,310.5
1995-057,322.7
1995-058,334.89
1995-059,347.08
1995-060,359.27
1995-061,11.46
1995-062,23.65
1995-063,35.84
1995-064,48.03
1995-065,60.22
1995-066,72.41
1995-067,84.61
1995-068,96.8
1995-069,108.99
1995-070,121.18
1995-071,133.37
1995-072,145.56
1995-073,157.75
1995-074,169.94
1995-075,182.13
1995-076,194.32
1995-077,206.52
1995-078,218.71
1995-079,230.9
1995-080,243.09
1995-081,255.28
1995-082,267.47
1995-083,279.66
1995-084,291.85
1995-085,304.04
1995-086,316.23
1995-087,328.43
1995-088,340.62
1995-089,352.81
1995-090,5.0
1995-091,17.19
1995-092,29.38
1995-093,41.57
1995-094,53.76
1995-095,65.95
1995-096,78.14
1995-097,90.34
1995-098,102.53
1995-099,114.72
1995-100,126.91
1995-101,139.1
1995-102,151.29
1995-103,163.48
1995-104,175.67
1995-105,187.86
1995-106,200.05
1995-107,212.25
1995-108,224.44
1995-109,236.63
1995-110,248.82
1995-111,261.01
1995-112,273.2
1995-113,285.39
1995-114,297.58
1995-115,309.77
1995-116,321.96
1995-117,334.16
1995-118,346.35
1995-119,358.54
1995-120,10.73
1995-121,22.92
1995-122,35.11
1995-123,47.3
1995-124,59.49
1995-125,71.68
1995-126,83.87
1995-127,96.07
1995-128,108.26
1995-129,120.45
1995-130,132.64
1995-131,144.83
1995-132,157.02
1995-133,169.21
1995-134,181.4
1995-135,193.59
1995-136,205.78
1995-137,217.97
1995-138,230.17
1995-139,242.36
1995-140,254.55
1995-141,266.74
1995-142,278.93
1995-143,291.12
1995-144,303.31
1995-145,315.5
1995-146,327.69
1995-147,339.88
1995-148,352.08
1995-149,4.27
1995-150,16.46
1995-151,28.65
1995-152,40.84
1995-153,53.03
1995-154,65.22
1995-155,77.41
1995-156,89.6
1995-157,101.79
1995-158,113.99
1995-159,126.18
1995-160,138.37
1995-161,150.56
1995-162,162.75
1995-163,174.94
1995-164,187.13
1995-165,199.32
1995-166,211.51
1995-167,223.7
1995-168,235.9
1995-169,248.09
1995-170,260.28
1995-171,272.47
1995-172,284.66
1995-173,296.85
1995-174,309.04
1995-175,321.23
1995-176,333.42
1995-177,345.61
1995-178,357.81
1995-179,10.0
1995-180,22.19
1995-181,34.38
1995-182,46.57
1995-183,58.76
1995-184,70.95
1995-185,83.14
1995-186,95.33
1995-187,107.52
1995-188,119.72
1995-189,131.91
1995-190,144.1
1995-191,156.29
1995-192,168.48
1995-193,180.67
1995-194,192.86
1995-195,205.05
1995-196,217.24
1995-197,229.43
1995-198,241.63
1995-199,253.82
1995-200,266.01
1995-201,278.2
1995-202,290.39
1995-203,302.58
1995-204,314.77
1995-205,326.96
1995-206,339.15
1995-207,351.34
1995-208,3.54
1995-209,15.73
1995-210,27.92
1995-211,40.11
1995-212,52.3
1995-213,64.49
1995-214,76.68
1995-215,88.87
1995-216,101.06
1995-217,113.25
1995-218,125.45
1995-219,137.64
1995-220,149.83
1995-221,162.02
1995-222,174.21
1995-223,186.4
1995-224,198.59
1995-225,210.78
1995-226,222.97
1995-227,235.16
1995-228,247.36
1995-229,259.55
1995-230,271.74
1995-231,283.93
1995-232,296.12
1995-233,308.31
1995-234,320.5
1995-235,332.69
1995-236,344.88
1995-237,357.07
1995-238,9.27
1995-239,21.46
1995-240,33.65
1995-241,45.84
1995-242,58.03
1995-243,70.22
1995-244,82.41
1995-245,94.6
1995-246,106.79
1995-247,118.98
1995-248,131.18
1995-249,143.37
1995-250,155.56
1995-251,167.75
1995-252,179.94
1995-253,192.13
1995-254,204.32
1995-255,216.51
1995-256,228.7
1995-257,240.89
1995-258,253.08
1995-259,265.28
1995-260,277.47
1995-261,289.66
1995-262,301.85
1995-263,314.04
1995-264,326.23
1995-265,338.42
1995-266,350.61
1995-267,2.8
1995-268,14.99
1995-269,27.19
1995-270,39.38
1995-271,51.57
1995-272,63.76
1995-273,75.95
1995-274,88.14
1995-275,100.33
1995-276,112.52
1995-277,124.71
1995-278,136.9
1995-279,149.1
1995-280,161.29
1995-281,173.48
1995-282,185.67
1995-283,197.86
1995-284,210.05
1995-285,222.24
1995-286,234.43
1995-287,246.62
1995-288,258.81
1995-289,271.01
1995-290,283.2
1995-291,295.39
1995-292,307.58
1995-293,319.77
1995-294,331.96
1995-295,344.15
1995-296,356.34
1995-297,8.53
1995-298,20.72
1995-299,32.92
1995-300,45.11
1995-301,57.3
1995-302,69.49
1995-303,81.68
1995-304,93.87
1995-305,106.06
1995-306,118.25
1995-307,130.44
1995-308,142.63
1995-309,154.83
1995-310,167.02
1995-311,179.21
1995-312,191.4
1995-313,203.59
1995-314,215.78
1995-315,227.97
1995-316,240.16
1995-317,252.35
1995-318,264.54
1995-319,276.74
1995-320,288.93
1995-321,301.12
1995-322,313.31
1995-323,325.5
1995-324,337.69
1995-325,349.88
1995-326,2.07
1995-327,14.26
1995-328,26.45
1995-329,38.65
1995-330,50.84
1995-331,63.03
1995-332,75.22
1995-333,87.41
1995-334,99.6
1995-335,111.79
1995-336,123.98
1995-337,136.17
1995-338,148.36
1995-339,160.56
1995-340,172.75
1995-341,184.94
1995-342,197.13
1995-343,209.32
1995-344,221.51
1995-345,233.7
1995-346,245.89
1995-347,258.08
1995-348,270.27
1995-349,282.47
1995-350,294.66
1995-351,306.85
1995-352,319.04
1995-353,331.23
1995-354,343.42
1995-355,355.61
1995-356,7.8
1995-357,19.99
1995-358,32.18
1995-359,44.38
1995-360,56.57
1995-361,68.76
1995-362,80.95
1995-363,93.14
1995-364,105.33
1995-365,117.52
1996-001,0.0
1996-002,12.19
1996-003,24.38
1996-004,36.57
1996-005,48.76
1996-006,60.95
1996-007,73.15
1996-008,85.34
1996-009,97.53
1996-010,109.72
1996-011,121.91
1996-012,134.1
1996-013,146.29
1996-014,158.48
1996-015,170.67
1996-016,182.86
1996-017,195.06
1996-018,207.25
1996-019,219.44
1996-020,231.63
1996-021,243.82
1996-022,256.01
1996-023,268.2
1996-024,280.39
1996-025,292.58
1996-026,304.77
1996-027,316.97
1996-028,329.16
1996-029,341.35
1996-030,353.54
1996-031,5.73
1996-032,17.92
1996-033,30.11
1996-034,42.3
1996-035,54.49
1996-036,66.68
1996-037,78.88
1996-038,91.07
1996-039,103.26
1996-040,115.45
1996-041,127.64
1996-042,139.83
1996-043,152.02
1996-044,164.21
1996-045,176.4
1996-046,188.59
1996-047,200.79
1996-048,212.98
1996-049,225.17
1996-050,237.36
1996-051,249.55
1996-052,261.74
1996-053,273.93
1996-054,286.12
1996-055,298.31
1996-056,310.5
1996-057,322.7
1996-058,334.89
1996-059,347.08
1996-060,359.27
1996-061,11.46
1996-062,23.65
1996-063,35.84
1996-064,48.03
1996-065,60.22
1996-066,72.41
1996-067,84.61
1996-068,96.8
1996-069,108.99
1996-070,121.18
1996-071,133.37
1996-072,145.56
1996-073,157.75
1996-074,169.94
1996-075,182.13
1996-076,194.32
1996-077,206.52
1996-078,218.71
1996-079,230.9
1996-080,243.09
1996-081,255.28
1996-082,267.47
1996-083,279.66
1996-084,291.85
1996-085,304.04
1996-086,316.23
1996-087,328.43
1996-088,340.62
1996-089,352.81
1996-090,5.0
1996-091,17.19
1996-092,29.38
1996-093,41.57
1996-094,53.76
1996-095,65.95
1996-096,78.14
1996-097,90.34
1996-098,102.53
1996-099,114.72
1996-100,126.91
1996-101,139.1
1996-102,151.29
1996-103,163.48
1996-104,175.67
1996-105,187.86
1996-106,200.05
1996-107,212.25
1996-108,224.44
1996-109,236.63
1996-110,248.82
1996-111,261.01
1996-112,273.2
1996-113,285.39
1996-114,297.58
1996-115,309.77
1996-116,321.96
1996-117,334.16
1996-118,346.35
1996-119,358.54
1996-120,10.73
1996-121,22.92
1996-122,35.11
1996-123,47.3
1996-124,59.49
1996-125,71.68
1996-126,83.87
1996-127,96.07
1996-128,108.26
1996-129,120.45
1996-130,132.64
1996-131,144.83
1996-132,157.02
1996-133,169.21
1996-134,181.4
1996-135,193.59
1996-136,205.78
1996-137,217.97
1996-138,230.17
1996-139,242.36
1996-140,254.55
1996-141,266.74
1996-142,278.93
1996-143,291.12
1996-144,303.31
1996-145,315.5
1996-146,327.69
1996-147,339.88
1996-148,352.08
1996-149,4.27
1996-150,16.46
1996-151,28.65
1996-152,40.84
1996-153,53.03
1996-154,65.22
1996-155,77.41
1996-156,89.6
1996-157,101.79
1996-158,113.99
1996-159,126.18
1996-160,138.37
1996-161,150.56
1996-162,162.75
1996-163,174.94
1996-164,187.13
1996-165,199.32
1996-166,211.51
1996-167,223.7
1996-168,235.9
1996-169,248.09
1996-170,260.28
1996-171,272.47
1996-172,284.66
1996-173,296.85
1996-174,309.04
1996-175,321.23
1996-176,333.42
1996-177,345.61
1996-178,357.81
1996-179,10.0
1996-180,22.19
1996-181,34.38
1996-182,46.57
1996-183,58.76
1996-184,70.95
1996-185,83.14
1996-186,95.33
1996-187,107.52
1996-188,119.72
1996-189,131.91
1996-190,144.1
1996-191,156.29
1996-192,168.48
1996-193,180.67
1996-194,192.86
1996-195,205.05
1996-196,217.24
1996-197,229.43
1996-198,241.63
1996-199,253.82
1996-200,266.01
1996-201,278.2
1996-202,290.39
1996-203,302.58
1996-204,314.77
1996-205,326.96
1996-206,339.15
1996-207,351.34
1996-208,3.54
1996-209,15.73
1996-210,27.92
1996-211,40.11
1996-212,52.3
1996-213,64.49
1996-214,76.68
1996-215,88.87
1996-216,101.06
1996-217,113.25
1996-218,125.45
1996-219,137.64
1996-220,149.83
1996-221,162.02
1996-222,174.21
1996-223,186.4
1996-224,198.59
1996-225,210.78
1996-226,222.97
1996-227,235.16
1996-228,247.36
1996-229,259.55
1996-230,271.74
1996-231,283.93
1996-232,296.12
1996-233,308.31
1996-234,320.5
1996-235,332.69
1996-236,344.88
1996-237,357.07
1996-238,9.27
1996-239,21.46
1996-240,33.65
1996-241,45.84
1996-242,58.03
1996-243,70.22
1996-244,82.41
1996-245,94.6
1996-246,106.79
1996-247,118.98
1996-248,131.18
1996-249,143.37
1996-250,155.56
1996-251,167.75
1996-252,179.94
1996-253,192.13
1996-254,204.32
1996-255,216.51
1996-256,228.7
1996-257,240.89
1996-258,253.08
1996-259,265.28
1996-260,277.47
1996-261,289.66
1996-262,301.85
1996-263,314.04
1996-264,326.23
1996-265,338.42
1996-266,350.61
1996-267,2.8
1996-268,14.99
1996-269,27.19
1996-270,39.38
1996-271,51.57
1996-272,63.76
1996-273,75.95
1996-274,88.14
1996-275,100.33
1996-276,112.52
1996-277,124.71
1996-278,136.9
1996-279,149.1
1996-280,161.29
1996-281,173.48
1996-282,185.67
1996-283,197.86
1996-284,210.05
1996-285,222.24
1996-286,234.43
1996-287,246.62
1996-288,258.81
1996-289,271.01
1996-290,283.2
1996-291,295.39
1996-292,307.58
1996-293,319.77
1996-294,331.96
1996-295,344.15
1996-296,356.34
1996-297,8.53
1996-298,20.72
1996-299,32.92
1996-300,45.11
1996-301,57.3
1996-302,69.49
1996-303,81.68
1996-304,93.87
1996-305,106.06
1996-306,118.25
1996-307,130.44
1996-308,142.63
1996-309,154.83
1996-310,167.02
1996-311,179.21
1996-312,191.4
1996-313,203.59
1996-314,215.78
1996-315,227.97
1996-316,240.16
1996-317,252.35
1996-318,264.54
1996-319,276.74
1996-320,288.93
1996-321,301.12
1996-322,313.31
1996-323,325.5
1996-324,337.69
1996-325,349.88
1996-326,2.07
1996-327,14.26
1996-328,26.45
1996-329,38.65
1996-330,50.84
1996-331,63.03
1996-332,75.22
1996-333,87.41
1996-334,99.6
1996-335,111.79
1996-336,123.98
1996-337,136.17
1996-338,148.36
1996-339,160.56
1996-340,172.75
1996-341,184.94
1996-342,197.13
1996-343,209.32
1996-344,221.51
1996-345,233.7
1996-346,245.89
1996-347,258.08
1996-348,270.27
1996-349,282.47
1996-350,294.66
1996-351,306.85
1996-352,319.04
1996-353,331.23
1996-354,343.42
1996-355,355.61
1996-356,7.8
1996-357,19.99
1996-358,32.18
1996-359,44.38
1996-360,56.57
1996-361,68.76
1996-362,80.95
1996-363,93.14
1996-364,105.33
1996-365,117.52
1997-001,0.0
1997-002,12.19
1997-003,24.38
1997-004,36.57
1997-005,48.76
1997-006,60.95
1997-007,73.15
1997-008,85.34
1997-009,97.53
1997-010,109.72
1997-011,121.91
1997-012,134.1
1997-013,146.29
1997-014,158.48
1997-015,170.67
1997-016,182.86
1997-017,195.06
1997-018,207.25
1997-019,219.44
1997-020,231.63
1997-021,243.82
1997-022,256.01
1997-023,268.2
1997-024,280.39
1997-025,292.58
1997-026,304.77
1997-027,316.97
1997-028,329.16
1997-029,341.35
1997-030,353.54
1997-031,5.73
1997-032,17.92
1997-033,30.11
1997-034,42.3
1997-035,54.49
1997-036,66.68
1997-037,78.88
1997-038,91.07
1997-039,103.26
1997-040,115.45
1997-041,127.64
1997-042,139.83
1997-043,152.02
1997-044,164.21
1997-045,176.4
1997-046,188.59
1997-047,200.79
1997-048,212.98
1997-049,225.17
1997-050,237.36
1997-051,249.55
1997-052,261.74
1997-053,273.93
1997-054,286.12
1997-055,298.31
1997-056,310.5
1997-057,322.7
1997-058,334.89
1997-059,347.08
1997-060,359.27
1997-061,11.46
1997-062,23.65
1997-063,35.84
1997-064,48.03
1997-065,60.22
1997-066,72.41
1997-067,84.61
1997-068,96.8
1997-069,108.99
1997-070,121.18
1997-071,133.37
1997-072,145.56
1997-073,157.75
1997-074,169.94
1997-075,182.13
1997-076,194.32
1997-077,206.52
1997-078,218.71
1997-079,230.9
1997-080,243.09
1997-081,255.28
1997-082,267.47
1997-083,279.66
1997-084,291.85
1997-085,304.04
1997-086,316.23
1997-087,328.43
1997-088,340.62
1997-089,352.81
1997-090,5.0
1997-091,17.19
1997-092,29.38
1997-093,41.57
1997-094,53.76
1997-095,65.95
1997-096,78.14
1997-097,90.34
1997-098,102.53
1997-099,114.72
1997-100,126.91
1997-101,139.1
1997-102,151.29
1997-103,163.48
1997-104,175.67
1997-105,187.86
1997-106,200.05
1997-107,212.25
1997-108,224.44
1997-109,236.63
1997-110,248.82
1997-111,261.01
1997-112,273.2
1997-113,285.39
1997-114,297.58
1997-115,309.77
1997-116,321.96
1997-117,334.16
1997-118,346.35
1997-119,358.54
1997-120,10.73
1997-121,22.92
1997-122,35.11
1997-123,47.3
1997-124,59.49
1997-125,71.68
1997-126,83.87
1997-127,96.07
1997-128,108.26
1997-129,120.45
1997-130,132.64
1997-131,144.83
1997-132,157.02
1997-133,169.21
1997-134,181.4
1997-135,193.59
1997-136,205.78
1997-137,217.97
1997-138,230.17
1997-139,242.36
1997-140,254.55
1997-141,266.74
1997-142,278.93
1997-143,291.12
1997-144,303.31
1997-145,315.5
1997-146,327.69
1997-147,339.88
1997-148,352.08
1997-149,4.27
1997-150,16.46
1997-151,28.65
1997-152,40.84
1997-153,53.03
1997-154,65.22
1997-155,77.41
1997-156,89.6
1997-157,101.79
1997-158,113.99
1997-159,126.18
1997-160,138.37
1997-161,150.56
1997-162,162.75
1997-163,174.94
1997-164,187.13
1997-165,199.32
1997-166,211.51
1997-167,223.7
1997-168,235.9
1997-169,248.09
1997-170,260.28
1997-171,272.47
1997-172,284.66
1997-173,296.85
1997-174,309.04
1997-175,321.23
1997-176,333.42
1997-177,345.61
1997-178,357.81
1997-179,10.0
1997-180,22.19
1997-181,34.38
1997-182,46.57
1997-183,58.76
1997-184,70.95
1997-185,83.14
1997-186,95.33
1997-187,107.52
1997-188,119.72
1997-189,131.91
1997-190,144.1
1997-191,156.29
1997-192,168.48
1997-193,180.67
1997-194,192.86
1997-195,205.05
1997-196,217.24
1997-197,229.43
1997-198,241.63
1997-199,253.82
1997-200,266.01
1997-201,278.2
1997-202,290.39
1997-203,302.58
1997-204,314.77
1997-205,326.96
1997-206,339.15
1997-207,351.34
1997-208,3.54
1997-209,15.73
1997-210,27.92
1997-211,40.11
1997-212,52.3
1997-213,64.49
1997-214,76.68
1997-215,88.87
1997-216,101.06
1997-217,113.25
1997-218,125.45
1997-219,137.64
1997-220,149.83
1997-221,162.02
1997-222,174.21
1997-223,186.4
1997-224,198.59
1997-225,210.78
1997-226,222.97
1997-227,235.16
1997-228,247.36
1997-229,259.55
1997-230,271.74
1997-231,283.93
1997-232,296.12
1997-233,308.31
1997-234,320.5
1997-235,332.69
1997-236,344.88
1997-237,357.07
1997-238,9.27
1997-239,21.46
1997-240,33.65
1997-241,45.84
1997-242,58.03
1997-243,70.22
1997-244,82.41
1997-245,94.6
1997-246,106.79
1997-247,118.98
1997-248,131.18
1997-249,143.37
1997-250,155.56
1997-251,167.75
1997-252,179.94
1997-253,192.13
1997-254,204.32
1997-255,216.51
1997-256,228.7
1997-257,240.89
1997-258,253.08
1997-259,265.28
1997-260,277.47
1997-261,289.66
1997-262,301.85
1997-263,314.04
1997-264,326.23
1997-265,338.42
1997-266,350.61
1997-267,2.8
1997-268,14.99
1997-269,27.19
1997-270,39.38
1997-271,51.57
1997-272,63.76
1997-273,75.95
1997-274,88.14
1997-275,100.33
1997-276,112.52
1997-277,124.71
1997-278,136.9
1997-279,149.1
1997-280,161.29
1997-281,173.48
1997-282,185.67
1997-283,197.86
1997-284,210.05
1997-285,222.24
1997-286,234.43
1997-287,246.62
1997-288,258.81
1997-289,271.01
1997-290,283.2
1997-291,295.39
1997-292,307.58
1997-293,319.77
1997-294,331.96
1997-295,344.15
1997-296,356.34
1997-297,8.53
1997-298,20.72
1997-299,32.92
1997-300,45.11
1997-301,57.3
1997-302,69.49
1997-303,81.68
1997-304,93.87
1997-305,106.06
1997-306,118.25
1997-307,130.44
1997-308,142.63
1997-309,154.83
1997-310,167.02
1997-311,179.21
1997-312,191.4
1997-313,203.59
1997-314,215.78
1997-315,227.97
1997-316,240.16
1997-317,252.35
1997-318,264.54
1997-319,276.74
1997-320,288.93
1997-321,301.12
1997-322,313.31
1997-323,325.5
1997-324,337.69
1997-325,349.88
1997-326,2.07
1997-327,14.26
1997-328,26.45
1997-329,38.65
1997-330,50.84
1997-331,63.03
1997-332,75.22
1997-333,87.41
1997-334,99.6
1997-335,111.79
1997-336,123.98
1997-337,136.17
1997-338,148.36
1997-339,160.56
1997-340,172.75
1997-341,184.94
1997-342,197.13
1997-343,209.32
1997-344,221.51
1997-345,233.7
1997-346,245.89
1997-347,258.08
1997-348,270.27
1997-349,282.47
1997-350,294.66
1997-351,306.85
1997-352,319.04
1997-353,331.23
1997-354,343.42
1997-355,355.61
1997-356,7.8
1997-357,19.99
1997-358,32.18
1997-359,44.38
1997-360,56.57
1997-361,68.76
1997-362,80.95
1997-363,93.14
1997-364,105.33
1997-365,117.52
1998-001,0.0
1998-002,12.19
1998-003,24.38
1998-004,36.57
1998-005,48.76
1998-006,60.95
1998-007,73.15
1998-008,85.34
1998-009,97.53
1998-010,109.72
1998-011,121.91
1998-012,134.1
1998-013,146.29
1998-014,158.48
1998-015,170.67
1998-016,182.86
1998-017,195.06
1998-018,207.25
1998-019,219.44
1998-020,231.63
1998-021,243.82
1998-022,256.01
1998-023,268.2
1998-024,280.39
1998-025,292.58
1998-026,304.77
1998-027,316.97
1998-028,329.16
1998-029,341.35
1998-030,353.54
1998-031,5.73
1998-032,17.92
1998-033,30.11
1998-034,42.3
1998-035,54.49
1998-036,66.68
1998-037,78.88
1998-038,91.07
1998-039,103.26
1998-040,115.45
1998-041,127.64
1998-042,139.83
1998-043,152.02
1998-044,164.21
1998-045,176.4
1998-046,188.59
1998-047,200.79
1998-048,212.98
1998-049,225.17
1998-050,237.36
1998-051,249.55
1998-052,261.74
1998-053,273.93
1998-054,286.12
1998-055,298.31
1998-056,310.5
1998-057,322.7
1998-058,334.89
1998-059,347.08
1998-060,359.27
1998-061,11.46
1998-062,23.65
1998-063,35.84
1998-064,48.03
1998-065,60.22
1998-066,72.41
1998-067,84.61
1998-068,96.8
1998-069,108.99
1998-070,121.18
1998-071,133.37
1998-072,145.56
1998-073,157.75
1998-074,169.94
1998-075,182.13
1998-076,194.32
1998-077,206.52
1998-078,218.71
1998-079,230.9
1998-080,243.09
1998-081,255.28
1998-082,267.47
1998-083,279.66
1998-084,291.85
1998-085,304.04
1998-086,316.23
1998-087,328.43
1998-088,340.62
1998-089,352.81
1998-090,5.0
1998-091,17.19
1998-092,29.38
1998-093,41.57
1998-094,53.76
1998-095,65.95
1998-096,78.14
1998-097,90.34
1998-098,102.53
1998-099,114.72
1998-100,126.91
1998-101,139.1
1998-102,151.29
1998-103,163.48
1998-104,175.67
1998-105,187.86
1998-106,200.05
1998-107,212.25
1998-108,224.44
1998-109,236.63
1998-110,248.82
1998-111,261.01
1998-112,273.2
1998-113,285.39
1998-114,297.58
1998-115,309.77
1998-116,321.96
1998-117,334.16
1998-118,346.35
1998-119,358.54
1998-120,10.73
1998-121,22.92
1998-122,35.11
1998-123,47.3
1998-124,59.49
1998-125,71.68
1998-126,83.87
1998-127,96.07
1998-128,108.26
1998-129,120.45
1998-130,132.64
1998-131,144.83
1998-132,157.02
1998-133,169.21
1998-134,181.4
1998-135,193.59
1998-136,205.78
1998-137,217.97
1998-138,230.17
1998-139,242.36
1998-140,254.55
1998-141,266.74
1998-142,278.93
1998-143,291.12
1998-144,303.31
1998-145,315.5
1998-146,327.69
1998-147,339.88
1998-148,352.08
1998-149,4.27
1998-150,16.46
1998-151,28.65
1998-152,40.84
1998-153,53.03
1998-154,65.22
1998-155,77.41
1998-156,89.6
1998-157,101.79
1998-158,113.99
1998-159,126.18
1998-160,138.37
1998-161,150.56
1998-162,162.75
1998-163,174.94
1998-164,187.13
1998-165,199.32
1998-166,211.51
1998-167,223.7
1998-168,235.9
1998-169,248.09
1998-170,260.28
1998-171,272.47
1998-172,284.66
1998-173,296.85
1998-174,309.04
1998-175,321.23
1998-176,333.42
1998-177,345.61
1998-178,357.81
