Date,Solar_Longitude
1989-066,64.11
1989-067,65.1
1989-068,66.08
1989-069,67.07
1989-070,68.05
1989-071,69.04
1989-072,70.03
1989-073,71.01
1989-074,72.0
1989-075,72.99
1989-076,73.97
1989-077,74.96
1989-078,75.95
1989-079,76.93
1989-080,77.92
1989-081,78.9
1989-082,79.89
1989-083,80.88
1989-084,81.86
1989-085,82.85
1989-086,83.84
1989-087,84.82
1989-088,85.81
1989-089,86.79
1989-090,87.78
1989-091,88.77
1989-092,89.75
1989-093,90.74
1989-094,91.73
1989-095,92.71
1989-096,93.7
1989-097,94.68
1989-098,95.67
1989-099,96.66
1989-100,97.64
1989-101,98.63
1989-102,99.62
1989-103,100.6
1989-104,101.59
1989-105,102.58
1989-106,103.56
1989-107,104.55
1989-108,105.53
1989-109,106.52
1989-110,107.51
1989-111,108.49
1989-112,109.48
1989-113,110.47
1989-114,111.45
1989-115,112.44
1989-116,113.42
1989-117,114.41
1989-118,115.4
1989-119,116.38
1989-120,117.37
1989-121,118.36
1989-122,119.34
1989-123,120.33
1989-124,121.32
1989-125,122.3
1989-126,123.29
1989-127,124.27
1989-128,125.26
1989-129,126.25
1989-130,127.23
1989-131,128.22
1989-132,129.21
1989-133,130.19
1989-134,131.18
1989-135,132.16
1989-136,133.15
1989-137,134.14
1989-138,135.12
1989-139,136.11
1989-140,137.1
1989-141,138.08
1989-142,139.07
1989-143,140.05
1989-144,141.04
1989-145,142.03
1989-146,143.01
1989-147,144.0
1989-148,144.99
1989-149,145.97
1989-150,146.96
1989-151,147.95
1989-152,148.93
1989-153,149.92
1989-154,150.9
1989-155,151.89
1989-156,152.88
1989-157,153.86
1989-158,154.85
1989-159,155.84
1989-160,156.82
1989-161,157.81
1989-162,158.79
1989-163,159.78
1989-164,160.77
1989-165,161.75
1989-166,162.74
1989-167,163.73
1989-168,164.71
1989-169,165.7
1989-170,166.68
1989-171,167.67
1989-172,168.66
1989-173,169.64
1989-174,170.63
1989-175,171.62
1989-176,172.6
1989-177,173.59
1989-178,174.58
1989-179,175.56
1989-180,176.55
1989-181,177.53
1989-182,178.52
1989-183,179.51
1989-184,180.49
1989-185,181.48
1989-186,182.47
1989-187,183.45
1989-188,184.44
1989-189,185.42
1989-190,186.41
1989-191,187.4
1989-192,188.38
1989-193,189.37
1989-194,190.36
1989-195,191.34
1989-196,192.33
1989-197,193.32
1989-198,194.3
1989-199,195.29
1989-200,196.27
1989-201,197.26
1989-202,198.25
1989-203,199.23
1989-204,200.22
1989-205,201.21
1989-206,202.19
1989-207,203.18
1989-208,204.16
1989-209,205.15
1989-210,206.14
1989-211,207.12
1989-212,208.11
1989-213,209.1
1989-214,210.08
1989-215,211.07
1989-216,212.05
1989-217,213.04
1989-218,214.03
1989-219,215.01
1989-220,216.0
1989-221,216.99
1989-222,217.97
1989-223,218.96
1989-224,219.95
1989-225,220.93
1989-226,221.92
1989-227,222.9
1989-228,223.89
1989-229,224.88
1989-230,225.86
1989-231,226.85
1989-232,227.84
1989-233,228.82
1989-234,229.81
1989-235,230.79
1989-236,231.78
1989-237,232.77
1989-238,233.75
1989-239,234.74
1989-240,235.73
1989-241,236.71
1989-242,237.7
1989-243,238.68
1989-244,239.67
1989-245,240.66
1989-246,241.64
1989-247,242.63
1989-248,243.62
1989-249,244.6
1989-250,245.59
1989-251,246.58
1989-252,247.56
1989-253,248.55
1989-254,249.53
1989-255,250.52
1989-256,251.51
1989-257,252.49
1989-258,253.48
1989-259,254.47
1989-260,255.45
1989-261,256.44
1989-262,257.42
1989-263,258.41
1989-264,259.4
1989-265,260.38
1989-266,261.37
1989-267,262.36
1989-268,263.34
1989-269,264.33
1989-270,265.32
1989-271,266.3
1989-272,267.29
1989-273,268.27
1989-274,269.26
1989-275,270.25
1989-276,271.23
1989-277,272.22
1989-278,273.21
1989-279,274.19
1989-280,275.18
1989-281,276.16
1989-282,277.15
1989-283,278.14
1989-284,279.12
1989-285,280.11
1989-286,281.1
1989-287,282.08
1989-288,283.07
1989-289,284.05
1989-290,285.04
1989-291,286.03
1989-292,287.01
1989-293,288.0
1989-294,288.99
1989-295,289.97
1989-296,290.96
1989-297,291.95
1989-298,292.93
1989-299,293.92
1989-300,294.9
1989-301,295.89
1989-302,296.88
1989-303,297.86
1989-304,298.85
1989-305,299.84
1989-306,300.82
1989-307,301.81
1989-308,302.79
1989-309,303.78
1989-310,304.77
1989-311,305.75
1989-312,306.74
1989-313,307.73
1989-314,308.71
1989-315,309.7
1989-316,310.68
1989-317,311.67
1989-318,312.66
1989-319,313.64
1989-320,314.63
1989-321,315.62
1989-322,316.6
1989-323,317.59
1989-324,318.58
1989-325,319.56
1989-326,320.55
1989-327,321.53
1989-328,322.52
1989-329,323.51
1989-330,324.49
1989-331,325.48
1989-332,326.47
1989-333,327.45
1989-334,328.44
1989-335,329.42
1989-336,330.41
1989-337,331.4
1989-338,332.38
1989-339,333.37
1989-340,334.36
1989-341,335.34
1989-342,336.33
1989-343,337.32
1989-344,338.3
1989-345,339.29
1989-346,340.27
1989-347,341.26
1989-348,342.25
1989-349,343.23
1989-350,344.22
1989-351,345.21
1989-352,346.19
1989-353,347.18
1989-354,348.16
1989-355,349.15
1989-356,350.14
1989-357,351.12
1989-358,352.11
1989-359,353.1
1989-360,354.08
1989-361,355.07
1989-362,356.05
1989-363,357.04
1989-364,358.03
1989-365,359.01
1990-001,0.0
1990-002,0.99
1990-003,1.97
1990-004,2.96
1990-005,3.95
1990-006,4.93
1990-007,5.92
1990-008,6.9
1990-009,7.89
1990-010,8.88
1990-011,9.86
1990-012,10.85
1990-013,11.84
1990-014,12.82
1990-015,13.81
1990-016,14.79
1990-017,15.78
1990-018,16.77
1990-019,17.75
1990-020,18.74
1990-021,19.73
1990-022,20.71
1990-023,21.7
1990-024,22.68
1990-025,23.67
1990-026,24.66
1990-027,25.64
1990-028,26.63
1990-029,27.62
1990-030,28.6
1990-031,29.59
1990-032,30.58
1990-033,31.56
1990-034,32.55
1990-035,33.53
1990-036,34.52
1990-037,35.51
1990-038,36.49
1990-039,37.48
1990-040,38.47
1990-041,39.45
1990-042,40.44
1990-043,41.42
1990-044,42.41
1990-045,43.4
1990-046,44.38
1990-047,45.37
1990-048,46.36
1990-049,47.34
1990-050,48.33
1990-051,49.32
1990-052,50.3
1990-053,51.29
1990-054,52.27
1990-055,53.26
1990-056,54.25
1990-057,55.23
1990-058,56.22
1990-059,57.21
1990-060,58.19
1990-061,59.18
1990-062,60.16
1990-063,61.15
1990-064,62.14
1990-065,63.12
1990-066,64.11
1990-067,65.1
1990-068,66.08
1990-069,67.07
1990-070,68.05
1990-071,69.04
1990-072,70.03
1990-073,71.01
1990-074,72.0
1990-075,72.99
1990-076,73.97
1990-077,74.96
1990-078,75.95
1990-079,76.93
1990-080,77.92
1990-081,78.9
1990-082,79.89
1990-083,80.88
1990-084,81.86
1990-085,82.85
1990-086,83.84
1990-087,84.82
1990-088,85.81
1990-089,86.79
1990-090,87.78
1990-091,88.77
1990-092,89.75
1990-093,90.74
1990-094,91.73
1990-095,92.71
1990-096,93.7
1990-097,94.68
1990-098,95.67
1990-099,96.66
1990-100,97.64
1990-101,98.63
1990-102,99.62
1990-103,100.6
1990-104,101.59
1990-105,102.58
1990-106,103.56
1990-107,104.55
1990-108,105.53
1990-109,106.52
1990-110,107.51
1990-111,108.49
1990-112,109.48
1990-113,110.47
1990-114,111.45
1990-115,112.44
1990-116,113.42
1990-117,114.41
1990-118,115.4
1990-119,116.38
1990-120,117.37
1990-121,118.36
1990-122,119.34
1990-123,120.33
1990-124,121.32
1990-125,122.3
1990-126,123.29
1990-127,124.27
1990-128,125.26
1990-129,126.25
1990-130,127.23
1990-131,128.22
1990-132,129.21
1990-133,130.19
1990-134,131.18
1990-135,132.16
1990-136,133.15
1990-137,134.14
1990-138,135.12
1990-139,136.11
1990-140,137.1
1990-141,138.08
1990-142,139.07
1990-143,140.05
1990-144,141.04
1990-145,142.03
1990-146,143.01
1990-147,144.0
1990-148,144.99
1990-149,145.97
1990-150,146.96
1990-151,147.95
1990-152,148.93
1990-153,149.92
1990-154,150.9
1990-155,151.89
1990-156,152.88
1990-157,153.86
1990-158,154.85
1990-159,155.84
1990-160,156.82
1990-161,157.81
1990-162,158.79
1990-163,159.78
1990-164,160.77
1990-165,161.75
1990-166,162.74
1990-167,163.73
1990-168,164.71
1990-169,165.7
1990-170,166.68
1990-171,167.67
1990-172,168.66
1990-173,169.64
1990-174,170.63
1990-175,171.62
1990-176,172.6
1990-177,173.59
1990-178,174.58
1990-179,175.56
1990-180,176.55
1990-181,177.53
1990-182,178.52
1990-183,179.51
1990-184,180.49
1990-185,181.48
1990-186,182.47
1990-187,183.45
1990-188,184.44
1990-189,185.42
1990-190,186.41
1990-191,187.4
1990-192,188.38
1990-193,189.37
1990-194,190.36
1990-195,191.34
1990-196,192.33
1990-197,193.32
1990-198,194.3
1990-199,195.29
1990-200,196.27
1990-201,197.26
1990-202,198.25
1990-203,199.23
1990-204,200.22
1990-205,201.21
1990-206,202.19
1990-207,203.18
1990-208,204.16
1990-209,205.15
1990-210,206.14
1990-211,207.12
1990-212,208.11
1990-213,209.1
1990-214,210.08
1990-215,211.07
1990-216,212.05
1990-217,213.04
1990-218,214.03
1990-219,215.01
1990-220,216.0
1990-221,216.99
1990-222,217.97
1990-223,218.96
1990-224,219.95
1990-225,220.93
1990-226,221.92
1990-227,222.9
1990-228,223.89
1990-229,224.88
1990-230,225.86
1990-231,226.85
1990-232,227.84
1990-233,228.82
1990-234,229.81
1990-235,230.79
1990-236,231.78
1990-237,232.77
1990-238,233.75
1990-239,234.74
1990-240,235.73
1990-241,236.71
1990-242,237.7
1990-243,238.68
1990-244,239.67
1990-245,240.66
1990-246,241.64
1990-247,242.63
1990-248,243.62
1990-249,244.6
1990-250,245.59
1990-251,246.58
1990-252,247.56
1990-253,248.55
1990-254,249.53
1990-255,250.52
1990-256,251.51
1990-257,252.49
1990-258,253.48
1990-259,254.47
1990-260,255.45
1990-261,256.44
1990-262,257.42
1990-263,258.41
1990-264,259.4
1990-265,260.38
1990-266,261.37
1990-267,262.36
1990-268,263.34
1990-269,264.33
1990-270,265.32
1990-271,266.3
1990-272,267.29
1990-273,268.27
1990-274,269.26
1990-275,270.25
1990-276,271.23
1990-277,272.22
1990-278,273.21
1990-279,274.19
1990-280,275.18
1990-281,276.16
1990-282,277.15
1990-283,278.14
1990-284,279.12
1990-285,280.11
1990-286,281.1
1990-287,282.08
1990-288,283.07
1990-289,284.05
1990-290,285.04
1990-291,286.03
1990-292,287.01
1990-293,288.0
1990-294,288.99
1990-295,289.97
1990-296,290.96
1990-297,291.95
1990-298,292.93
1990-299,293.92
1990-300,294.9
1990-301,295.89
1990-302,296.88
1990-303,297.86
1990-304,298.85
1990-305,299.84
1990-306,300.82
1990-307,301.81
1990-308,302.79
1990-309,303.78
1990-310,304.77
1990-311,305.75
1990-312,306.74
1990-313,307.73
1990-314,308.71
1990-315,309.7
1990-316,310.68
1990-317,311.67
1990-318,312.66
1990-319,313.64
1990-320,314.63
1990-321,315.62
1990-322,316.6
1990-323,317.59
1990-324,318.58
1990-325,319.56
1990-326,320.55
1990-327,321.53
1990-328,322.52
1990-329,323.51
1990-330,324.49
1990-331,325.48
1990-332,326.47
1990-333,327.45
1990-334,328.44
1990-335,329.42
1990-336,330.41
1990-337,331.4
1990-338,332.38
1990-339,333.37
1990-340,334.36
1990-341,335.34
1990-342,336.33
1990-343,337.32
1990-344,338.3
1990-345,339.29
1990-346,340.27
1990-347,341.26
1990-348,342.25
1990-349,343.23
1990-350,344.22
1990-351,345.21
1990-352,346.19
1990-353,347.18
1990-354,348.16
1990-355,349.15
1990-356,350.14
1990-357,351.12
1990-358,352.11
1990-359,353.1
1990-360,354.08
1990-361,355.07
1990-362,356.05
1990-363,357.04
1990-364,358.03
1990-365,359.01
1991-001,0.0
1991-002,0.99
1991-003,1.97
1991-004,2.96
1991-005,3.95
1991-006,4.93
1991-007,5.92
1991-008,6.9
1991-009,7.89
1991-010,8.88
1991-011,9.86
1991-012,10.85
1991-013,11.84
1991-014,12.82
1991-015,13.81
1991-016,14.79
1991-017,15.78
1991-018,16.77
1991-019,17.75
1991-020,18.74
1991-021,19.73
1991-022,20.71
1991-023,21.7
1991-024,22.68
1991-025,23.67
1991-026,24.66
1991-027,25.64
1991-028,26.63
1991-029,27.62
1991-030,28.6
1991-031,29.59
1991-032,30.58
1991-033,31.56
1991-034,32.55
1991-035,33.53
1991-036,34.52
1991-037,35.51
1991-038,36.49
1991-039,37.48
1991-040,38.47
1991-041,39.45
1991-042,40.44
1991-043,41.42
1991-044,42.41
1991-045,43.4
1991-046,44.38
1991-047,45.37
1991-048,46.36
1991-049,47.34
1991-050,48.33
1991-051,49.32
1991-052,50.3
1991-053,51.29
1991-054,52.27
1991-055,53.26
1991-056,54.25
1991-057,55.23
1991-058,56.22
1991-059,57.21
1991-060,58.19
1991-061,59.18
1991-062,60.16
1991-063,61.15
1991-064,62.14
1991-065,63.12
1991-066,64.11
1991-067,65.1
1991-068,66.08
1991-069,67.07
1991-070,68.05
1991-071,69.04
1991-072,70.03
1991-073,71.01
1991-074,72.0
1991-075,72.99
1991-076,73.97
1991-077,74.96
1991-078,75.95
1991-079,76.93
1991-080,77.92
1991-081,78.9
1991-082,79.89
1991-083,80.88
1991-084,81.86
1991-085,82.85
1991-086,83.84
1991-087,84.82
1991-088,85.81
1991-089,86.79
1991-090,87.78
1991-091,88.77
1991-092,89.75
1991-093,90.74
1991-094,91.73
1991-095,92.71
1991-096,93.7
1991-097,94.68
1991-098,95.67
1991-099,96.66
1991-100,97.64
1991-101,98.63
1991-102,99.62
1991-103,100.6
1991-104,101.59
1991-105,102.58
1991-106,103.56
1991-107,104.55
1991-108,105.53
1991-109,106.52
1991-110,107.51
1991-111,108.49
1991-112,109.48
1991-113,110.47
1991-114,111.45
1991-115,112.44
1991-116,113.42
1991-117,114.41
1991-118,115.4
1991-119,116.38
1991-120,117.37
1991-121,118.36
1991-122,119.34
1991-123,120.33
1991-124,121.32
1991-125,122.3
1991-126,123.29
1991-127,124.27
1991-128,125.26
1991-129,126.25
1991-130,127.23
1991-131,128.22
1991-132,129.21
1991-133,130.19
1991-134,131.18
1991-135,132.16
1991-136,133.15
1991-137,134.14
1991-138,135.12
1991-139,136.11
1991-140,137.1
1991-141,138.08
1991-142,139.07
1991-143,140.05
1991-144,141.04
1991-145,142.03
1991-146,143.01
1991-147,144.0
1991-148,144.99
1991-149,145.97
1991-150,146.96
1991-151,147.95
1991-152,148.93
1991-153,149.92
1991-154,150.9
1991-155,151.89
1991-156,152.88
1991-157,153.86
1991-158,154.85
1991-159,155.84
1991-160,156.82
1991-161,157.81
1991-162,158.79
1991-163,159.78
1991-164,160.77
1991-165,161.75
1991-166,162.74
1991-167,163.73
1991-168,164.71
1991-169,165.7
1991-170,166.68
1991-171,167.67
1991-172,168.66
1991-173,169.64
1991-174,170.63
1991-175,171.62
1991-176,172.6
1991-177,173.59
1991-178,174.58
1991-179,175.56
1991-180,176.55
1991-181,177.53
1991-182,178.52
1991-183,179.51
1991-184,180.49
1991-185,181.48
1991-186,182.47
1991-187,183.45
1991-188,184.44
1991-189,185.42
1991-190,186.41
1991-191,187.4
1991-192,188.38
1991-193,189.37
1991-194,190.36
1991-195,191.34
1991-196,192.33
1991-197,193.32
1991-198,194.3
1991-199,195.29
1991-200,196.27
1991-201,197.26
1991-202,198.25
1991-203,199.23
1991-204,200.22
1991-205,201.21
1991-206,202.19
1991-207,203.18
1991-208,204.16
1991-209,205.15
1991-210,206.14
1991-211,207.12
1991-212,208.11
1991-213,209.1
1991-214,210.08
1991-215,211.07
1991-216,212.05
1991-217,213.04
1991-218,214.03
1991-219,215.01
1991-220,216.0
1991-221,216.99
1991-222,217.97
1991-223,218.96
1991-224,219.95
1991-225,220.93
1991-226,221.92
1991-227,222.9
1991-228,223.89
1991-229,224.88
1991-230,225.86
1991-231,226.85
1991-232,227.84
1991-233,228.82
1991-234,229.81
1991-235,230.79
1991-236,231.78
1991-237,232.77
1991-238,233.75
1991-239,234.74
1991-240,235.73
1991-241,236.71
1991-242,237.7
1991-243,238.68
1991-244,239.67
1991-245,240.66
1991-246,241.64
1991-247,242.63
1991-248,243.62
1991-249,244.6
1991-250,245.59
1991-251,246.58
1991-252,247.56
1991-253,248.55
1991-254,249.53
1991-255,250.52
1991-256,251.51
1991-257,252.49
1991-258,253.48
1991-259,254.47
1991-260,255.45
1991-261,256.44
1991-262,257.42
1991-263,258.41
1991-264,259.4
1991-265,260.38
1991-266,261.37
1991-267,262.36
1991-268,263.34
1991-269,264.33
1991-270,265.32
1991-271,266.3
1991-272,267.29
1991-273,268.27
1991-274,269.26
1991-275,270.25
1991-276,271.23
1991-277,272.22
1991-278,273.21
1991-279,274.19
1991-280,275.18
1991-281,276.16
1991-282,277.15
1991-283,278.14
1991-284,279.12
1991-285,280.11
1991-286,281.1
1991-287,282.08
1991-288,283.07
1991-289,284.05
1991-290,285.04
1991-291,286.03
1991-292,287.01
1991-293,288.0
1991-294,288.99
1991-295,289.97
1991-296,290.96
1991-297,291.95
1991-298,292.93
1991-299,293.92
1991-300,294.9
1991-301,295.89
1991-302,296.88
1991-303,297.86
1991-304,298.85
1991-305,299.84
1991-306,300.82
1991-307,301.81
1991-308,302.79
1991-309,303.78
1991-310,304.77
1991-311,305.75
1991-312,306.74
1991-313,307.73
1991-314,308.71
1991-315,309.7
1991-316,310.68
1991-317,311.67
1991-318,312.66
1991-319,313.64
1991-320,314.63
1991-321,315.62
1991-322,316.6
1991-323,317.59
1991-324,318.58
1991-325,319.56
1991-326,320.55
1991-327,321.53
1991-328,322.52
1991-329,323.51
1991-330,324.49
1991-331,325.48
1991-332,326.47
1991-333,327.45
1991-334,328.44
1991-335,329.42
1991-336,330.41
1991-337,331.4
1991-338,332.38
1991-339,333.37
1991-340,334.36
1991-341,335.34
1991-342,336.33
1991-343,337.32
1991-344,338.3
1991-345,339.29
1991-346,340.27
1991-347,341.26
1991-348,342.25
1991-349,343.23
1991-350,344.22
1991-351,345.21
1991-352,346.19
1991-353,347.18
1991-354,348.16
1991-355,349.15
1991-356,350.14
1991-357,351.12
1991-358,352.11
1991-359,353.1
1991-360,354.08
1991-361,355.07
1991-362,356.05
1991-363,357.04
1991-364,358.03
1991-365,359.01
1992-001,0.0
1992-002,0.99
1992-003,1.97
1992-004,2.96
1992-005,3.95
1992-006,4.93
1992-007,5.92
1992-008,6.9
1992-009,7.89
1992-010,8.88
1992-011,9.86
1992-012,10.85
1992-013,11.84
1992-014,12.82
1992-015,13.81
1992-016,14.79
1992-017,15.78
1992-018,16.77
1992-019,17.75
1992-020,18.74
1992-021,19.73
1992-022,20.71
1992-023,21.7
1992-024,22.68
1992-025,23.67
1992-026,24.66
1992-027,25.64
1992-028,26.63
1992-029,27.62
1992-030,28.6
1992-031,29.59
1992-032,30.58
1992-033,31.56
1992-034,32.55
1992-035,33.53
1992-036,34.52
1992-037,35.51
1992-038,36.49
1992-039,37.48
1992-040,38.47
1992-041,39.45
1992-042,40.44
1992-043,41.42
1992-044,42.41
1992-045,43.4
1992-046,44.38
1992-047,45.37
1992-048,46.36
1992-049,47.34
1992-050,48.33
1992-051,49.32
1992-052,50.3
1992-053,51.29
1992-054,52.27
1992-055,53.26
1992-056,54.25
1992-057,55.23
1992-058,56.22
1992-059,57.21
1992-060,58.19
1992-061,59.18
1992-062,60.16
1992-063,61.15
1992-064,62.14
1992-065,63.12
1992-066,64.11
1992-067,65.1
1992-068,66.08
1992-069,67.07
1992-070,68.05
1992-071,69.04
1992-072,70.03
1992-073,71.01
1992-074,72.0
1992-075,72.99
1992-076,73.97
1992-077,74.96
1992-078,75.95
1992-079,76.93
1992-080,77.92
1992-081,78.9
1992-082,79.89
1992-083,80.88
1992-084,81.86
1992-085,82.85
1992-086,83.84
1992-087,84.82
1992-088,85.81
1992-089,86.79
1992-090,87.78
1992-091,88.77
1992-092,89.75
1992-093,90.74
1992-094,91.73
1992-095,92.71
1992-096,93.7
1992-097,94.68
1992-098,95.67
1992-099,96.66
1992-100,97.64
1992-101,98.63
1992-102,99.62
1992-103,100.6
1992-104,101.59
1992-105,102.58
1992-106,103.56
1992-107,104.55
1992-108,105.53
1992-109,106.52
1992-110,107.51
1992-111,108.49
1992-112,109.48
1992-113,110.47
1992-114,111.45
1992-115,112.44
1992-116,113.42
1992-117,114.41
1992-118,115.4
1992-119,116.38
1992-120,117.37
1992-121,118.36
1992-122,119.34
1992-123,120.33
1992-124,121.32
1992-125,122.3
1992-126,123.29
1992-127,124.27
1992-128,125.26
1992-129,126.25
1992-130,127.23
1992-131,128.22
1992-132,129.21
1992-133,130.19
1992-134,131.18
1992-135,132.16
1992-136,133.15
1992-137,134.14
1992-138,135.12
1992-139,136.11
1992-140,137.1
1992-141,138.08
1992-142,139.07
1992-143,140.05
1992-144,141.04
1992-145,142.03
1992-146,143.01
1992-147,144.0
1992-148,144.99
1992-149,145.97
1992-150,146.96
1992-151,147.95
1992-152,148.93
1992-153,149.92
1992-154,150.9
1992-155,151.89
1992-156,152.88
1992-157,153.86
1992-158,154.85
1992-159,155.84
1992-160,156.82
1992-161,157.81
1992-162,158.79
1992-163,159.78
1992-164,160.77
1992-165,161.75
1992-166,162.74
1992-167,163.73
1992-168,164.71
1992-169,165.7
1992-170,166.68
1992-171,167.67
1992-172,168.66
1992-173,169.64
1992-174,170.63
1992-175,171.62
1992-176,172.6
1992-177,173.59
1992-178,174.58
1992-179,175.56
1992-180,176.55
1992-181,177.53
1992-182,178.52
1992-183,179.51
1992-184,180.49
1992-185,181.48
1992-186,182.47
1992-187,183.45
1992-188,184.44
1992-189,185.42
1992-190,186.41
1992-191,187.4
1992-192,188.38
1992-193,189.37
1992-194,190.36
1992-195,191.34
1992-196,192.33
1992-197,193.32
1992-198,194.3
1992-199,195.29
1992-200,196.27
1992-201,197.26
1992-202,198.25
1992-203,199.23
1992-204,200.22
1992-205,201.21
1992-206,202.19
1992-207,203.18
1992-208,204.16
1992-209,205.15
1992-210,206.14
1992-211,207.12
1992-212,208.11
1992-213,209.1
1992-214,210.08
1992-215,211.07
1992-216,212.05
1992-217,213.04
1992-218,214.03
1992-219,215.01
1992-220,216.0
1992-221,216.99
1992-222,217.97
1992-223,218.96
1992-224,219.95
1992-225,220.93
1992-226,221.92
1992-227,222.9
1992-228,223.89
1992-229,224.88
1992-230,225.86
1992-231,226.85
1992-232,227.84
1992-233,228.82
1992-234,229.81
1992-235,230.79
1992-236,231.78
1992-237,232.77
1992-238,233.75
1992-239,234.74
1992-240,235.73
1992-241,236.71
1992-242,237.7
1992-243,238.68
1992-244,239.67
1992-245,240.66
1992-246,241.64
1992-247,242.63
1992-248,243.62
1992-249,244.6
1992-250,245.59
1992-251,246.58
1992-252,247.56
1992-253,248.55
1992-254,249.53
1992-255,250.52
1992-256,251.51
1992-257,252.49
1992-258,253.48
1992-259,254.47
1992-260,255.45
1992-261,256.44
1992-262,257.42
1992-263,258.41
1992-264,259.4
1992-265,260.38
1992-266,261.37
1992-267,262.36
1992-268,263.34
1992-269,264.33
1992-270,265.32
1992-271,266.3
1992-272,267.29
1992-273,268.27
1992-274,269.26
1992-275,270.25
1992-276,271.23
1992-277,272.22
1992-278,273.21
1992-279,274.19
1992-280,275.18
1992-281,276.16
1992-282,277.15
1992-283,278.14
1992-284,279.12
1992-285,280.11
1992-286,281.1
1992-287,282.08
1992-288,283.07
1992-289,284.05
1992-290,285.04
1992-291,286.03
1992-292,287.01
1992-293,288.0
1992-294,288.99
1992-295,289.97
1992-296,290.96
1992-297,291.95
1992-298,292.93
1992-299,293.92
1992-300,294.9
1992-301,295.89
1992-302,296.88
1992-303,297.86
1992-304,298.85
1992-305,299.84
1992-306,300.82
1992-307,301.81
1992-308,302.79
1992-309,303.78
1992-310,304.77
1992-311,305.75
1992-312,306.74
1992-313,307.73
1992-314,308.71
1992-315,309.7
1992-316,310.68
1992-317,311.67
1992-318,312.66
1992-319,313.64
1992-320,314.63
1992-321,315.62
1992-322,316.6
1992-323,317.59
1992-324,318.58
1992-325,319.56
1992-326,320.55
1992-327,321.53
1992-328,322.52
1992-329,323.51
1992-330,324.49
1992-331,325.48
1992-332,326.47
1992-333,327.45
1992-334,328.44
1992-335,329.42
1992-336,330.41
1992-337,331.4
1992-338,332.38
1992-339,333.37
1992-340,334.36
1992-341,335.34
1992-342,336.33
1992-343,337.32
1992-344,338.3
1992-345,339.29
1992-346,340.27
1992-347,341.26
1992-348,342.25
1992-349,343.23
1992-350,344.22
1992-351,345.21
1992-352,346.19
1992-353,347.18
1992-354,348.16
1992-355,349.15
1992-356,350.14
1992-357,351.12
1992-358,352.11
1992-359,353.1
1992-360,354.08
1992-361,355.07
1992-362,356.05
1992-363,357.04
1992-364,358.03
1992-365,359.01
1993-001,0.0
1993-002,0.99
1993-003,1.97
1993-004,2.96
1993-005,3.95
1993-006,4.93
1993-007,5.92
1993-008,6.9
1993-009,7.89
1993-010,8.88
1993-011,9.86
1993-012,10.85
1993-013,11.84
1993-014,12.82
1993-015,13.81
1993-016,14.79
1993-017,15.78
1993-018,16.77
1993-019,17.75
1993-020,18.74
1993-021,19.73
1993-022,20.71
1993-023,21.7
1993-024,22.68
1993-025,23.67
1993-026,24.66
1993-027,25.64
1993-028,26.63
1993-029,27.62
1993-030,28.6
1993-031,29.59
1993-032,30.58
1993-033,31.56
1993-034,32.55
1993-035,33.53
1993-036,34.52
1993-037,35.51
1993-038,36.49
1993-039,37.48
1993-040,38.47
1993-041,39.45
1993-042,40.44
1993-043,41.42
1993-044,42.41
1993-045,43.4
1993-046,44.38
1993-047,45.37
1993-048,46.36
1993-049,47.34
1993-050,48.33
1993-051,49.32
1993-052,50.3
1993-053,51.29
1993-054,52.27
1993-055,53.26
1993-056,54.25
1993-057,55.23
1993-058,56.22
1993-059,57.21
1993-060,58.19
1993-061,59.18
1993-062,60.16
1993-063,61.15
1993-064,62.14
1993-065,63.12
1993-066,64.11
1993-067,65.1
1993-068,66.08
1993-069,67.07
1993-070,68.05
1993-071,69.04
1993-072,70.03
1993-073,71.01
1993-074,72.0
1993-075,72.99
1993-076,73.97
1993-077,74.96
1993-078,75.95
1993-079,76.93
1993-080,77.92
1993-081,78.9
1993-082,79.89
1993-083,80.88
1993-084,81.86
1993-085,82.85
1993-086,83.84
1993-087,84.82
1993-088,85.81
1993-089,86.79
1993-090,87.78
1993-091,88.77
1993-092,89.75
1993-093,90.74
1993-094,91.73
1993-095,92.71
1993-096,93.7
1993-097,94.68
1993-098,95.67
1993-099,96.66
1993-100,97.64
1993-101,98.63
1993-102,99.62
1993-103,100.6
1993-104,101.59
1993-105,102.58
1993-106,103.56
1993-107,104.55
1993-108,105.53
1993-109,106.52
1993-110,107.51
1993-111,108.49
1993-112,109.48
1993-113,110.47
1993-114,111.45
1993-115,112.44
1993-116,113.42
1993-117,114.41
1993-118,115.4
1993-119,116.38
1993-120,117.37
1993-121,118.36
1993-122,119.34
1993-123,120.33
1993-124,121.32
1993-125,122.3
1993-126,123.29
1993-127,124.27
1993-128,125.26
1993-129,126.25
1993-130,127.23
1993-131,128.22
1993-132,129.21
1993-133,130.19
1993-134,131.18
1993-135,132.16
1993-136,133.15
1993-137,134.14
1993-138,135.12
1993-139,136.11
1993-140,137.1
1993-141,138.08
1993-142,139.07
1993-143,140.05
1993-144,141.04
1993-145,142.03
1993-146,143.01
1993-147,144.0
1993-148,144.99
1993-149,145.97
1993-150,146.96
1993-151,147.95
1993-152,148.93
1993-153,149.92
1993-154,150.9
1993-155,151.89
1993-156,152.88
1993-157,153.86
1993-158,154.85
1993-159,155.84
